2025-11-18 16:17:11,MESSAGE,Loading Accounts...
2025-11-18 16:17:11,MESSAGE,INFO: Loaded 392 accounts.
2025-11-18 16:17:11,MESSAGE,Processing Transactions...
2025-11-18 16:17:11,rp332960,Miguel Gomez,withdrawal,267.57,SUCCESS
2025-11-18 16:17:11,vc906780,Federico Yang,deposit,766.53,SUCCESS
2025-11-18 16:17:11,gj286137,Miguel Lee,withdrawal,297.30,SUCCESS
2025-11-18 16:17:11,il419064,Kathleen Lee,deposit,990.75,SUCCESS
2025-11-18 16:17:11,op241131,Nina Jones,deposit,570.36,SUCCESS
2025-11-18 16:17:11,tx224661,Tomas Jones,withdrawal,668.15,SUCCESS
2025-11-18 16:17:11,is427739,Charles Alvarez,deposit,387.71,SUCCESS
2025-11-18 16:17:11,ek249834,Robert DeAndre,withdrawal,201.82,SUCCESS
2025-11-18 16:17:11,mp739404,Federico Tan,deposit,577.56,SUCCESS
2025-11-18 16:17:11,bp725700,Diego Alvarez,withdrawal,552.85,SUCCESS
2025-11-18 16:17:11,fa591940,Guillermo DeAndre,deposit,58.44,SUCCESS
2025-11-18 16:17:11,ux833041,Kathleen Miller,withdrawal,791.45,SUCCESS
2025-11-18 16:17:11,sa800838,Robert Rodriguez,deposit,262.97,SUCCESS
2025-11-18 16:17:11,ze572689,Jessica Yang,deposit,969.34,SUCCESS
2025-11-18 16:17:11,nz290989,Robert Jones,withdrawal,411.03,SUCCESS
2025-11-18 16:17:11,ti645705,Kathleen Yang,deposit,687.71,SUCCESS
2025-11-18 16:17:11,yd265815,Leonardo Hernandez,withdrawal,782.07,SUCCESS
2025-11-18 16:17:11,hn863963,Jessica Gomez,deposit,564.85,SUCCESS
2025-11-18 16:17:11,ze572689,Jessica Yang,deposit,708.10,SUCCESS
2025-11-18 16:17:11,es461694,Barbara Miller,deposit,324.24,SUCCESS
2025-11-18 16:17:11,sh856684,Tomas Wilson,deposit,419.93,SUCCESS
2025-11-18 16:17:11,cy231234,Jessica Schmidt,withdrawal,497.91,SUCCESS
2025-11-18 16:17:11,ps899285,Tomas Yang,deposit,288.26,SUCCESS
2025-11-18 16:17:11,sj515928,Tomas Rodriguez,deposit,757.34,SUCCESS
2025-11-18 16:17:11,hw819360,Kathleen Carpenter,deposit,527.28,SUCCESS
2025-11-18 16:17:11,ux839899,Barbara Gomez,deposit,446.13,SUCCESS
2025-11-18 16:17:11,gb946504,Diego DeAndre,deposit,466.47,SUCCESS
2025-11-18 16:17:11,mm139416,Miguel Smith,deposit,540.41,SUCCESS
2025-11-18 16:17:11,vm423150,Barbara Miller,withdrawal,518.41,SUCCESS
2025-11-18 16:17:11,ao886047,Guillermo Rodriguez,deposit,842.84,SUCCESS
2025-11-18 16:17:11,pr470955,Barbara Smith,withdrawal,950.07,SUCCESS
2025-11-18 16:17:11,ig501634,Miguel Carpenter,deposit,309.25,SUCCESS
2025-11-18 16:17:11,kv697704,Leonardo Alvarez,deposit,794.06,SUCCESS
2025-11-18 16:17:11,ng636793,Federico Alvarez,withdrawal,834.64,SUCCESS
2025-11-18 16:17:11,fa591940,Guillermo DeAndre,deposit,18.98,SUCCESS
2025-11-18 16:17:11,zq388703,Jessica Wilson,deposit,602.60,SUCCESS
2025-11-18 16:17:11,nv531885,Federico Carpenter,withdrawal,592.06,SUCCESS
2025-11-18 16:17:11,hm817869,Robert Alvarez,withdrawal,289.65,SUCCESS
2025-11-18 16:17:11,mf321144,Federico Miller,withdrawal,507.00,SUCCESS
2025-11-18 16:17:11,if132802,Walter Lee,deposit,822.93,SUCCESS
2025-11-18 16:17:11,pz322999,Jessica Rodriguez,withdrawal,711.81,SUCCESS
2025-11-18 16:17:11,uj417690,Charles Hernandez,withdrawal,822.35,SUCCESS
2025-11-18 16:17:11,vg107077,Walter Miller,withdrawal,474.34,SUCCESS
2025-11-18 16:17:11,kh523308,Federico Lee,withdrawal,178.42,SUCCESS
2025-11-18 16:17:11,oh223982,Nina Schmidt,deposit,37.79,SUCCESS
2025-11-18 16:17:11,cd428747,Walter Gomez,deposit,180.50,SUCCESS
2025-11-18 16:17:11,gl866732,Kathleen Jones,withdrawal,383.93,SUCCESS
2025-11-18 16:17:11,lm940986,Kathleen Smith,withdrawal,658.46,SUCCESS
2025-11-18 16:17:11,rp332960,Miguel Gomez,deposit,267.49,SUCCESS
2025-11-18 16:17:11,me524056,Robert Gomez,deposit,818.19,SUCCESS
2025-11-18 16:17:11,lx568657,Walter Jones,withdrawal,921.79,SUCCESS
2025-11-18 16:17:11,jf380789,Tomas Smith,deposit,487.84,SUCCESS
2025-11-18 16:17:11,yh791790,Jessica Rodriguez,withdrawal,841.37,SUCCESS
2025-11-18 16:17:11,ev520081,Jessica Miller,deposit,68.65,SUCCESS
2025-11-18 16:17:11,so374484,Barbara DeAndre,withdrawal,296.86,SUCCESS
2025-11-18 16:17:11,zj335065,Walter Schmidt,withdrawal,373.71,SUCCESS
2025-11-18 16:17:11,gg760394,Federico Tan,deposit,140.48,SUCCESS
2025-11-18 16:17:11,fm153275,Kathleen Rodriguez,withdrawal,246.59,SUCCESS
2025-11-18 16:17:11,gj286137,Miguel Lee,deposit,593.41,SUCCESS
2025-11-18 16:17:11,tx835396,Anna Rodriguez,withdrawal,507.68,SUCCESS
2025-11-18 16:17:11,ux839899,Barbara Gomez,withdrawal,515.68,SUCCESS
2025-11-18 16:17:11,ym890403,Leonardo Lee,withdrawal,288.74,SUCCESS
2025-11-18 16:17:11,zj992833,Miguel Schmidt,deposit,510.21,SUCCESS
2025-11-18 16:17:11,nq350637,Federico Lee,withdrawal,658.06,SUCCESS
2025-11-18 16:17:11,ye945342,Federico DeAndre,deposit,551.96,SUCCESS
2025-11-18 16:17:11,lr123706,Kathleen Lee,withdrawal,798.00,SUCCESS
2025-11-18 16:17:11,ir605298,Kathleen Miller,deposit,189.11,SUCCESS
2025-11-18 16:17:11,hx146890,Diego Tan,deposit,469.35,SUCCESS
2025-11-18 16:17:11,tc759325,Leonardo Carpenter,withdrawal,73.83,SUCCESS
2025-11-18 16:17:11,ys570572,Federico Schmidt,deposit,757.89,SUCCESS
2025-11-18 16:17:11,fd789053,Guillermo DeAndre,deposit,468.20,SUCCESS
2025-11-18 16:17:11,gd257316,Walter Yang,withdrawal,395.83,SUCCESS
2025-11-18 16:17:11,sn317734,Leonardo Tan,deposit,498.91,SUCCESS
2025-11-18 16:17:11,mp739404,Federico Tan,deposit,422.80,SUCCESS
2025-11-18 16:17:11,mp759295,Charles Wilson,withdrawal,635.36,SUCCESS
2025-11-18 16:17:11,tf922589,Jessica Tan,withdrawal,819.83,SUCCESS
2025-11-18 16:17:11,kv697704,Leonardo Alvarez,deposit,700.04,SUCCESS
2025-11-18 16:17:11,wj870246,Charles Rodriguez,deposit,957.03,SUCCESS
2025-11-18 16:17:11,yl434099,Anna Yang,deposit,904.18,SUCCESS
2025-11-18 16:17:11,yl434099,Anna Yang,deposit,563.83,SUCCESS
2025-11-18 16:17:11,rk427181,Kathleen Hernandez,deposit,273.57,SUCCESS
2025-11-18 16:17:11,os576633,Tomas Gomez,withdrawal,753.94,SUCCESS
2025-11-18 16:17:11,jh508581,Diego Smith,withdrawal,532.52,SUCCESS
2025-11-18 16:17:11,vg107077,Walter Miller,deposit,862.97,SUCCESS
2025-11-18 16:17:11,zx114329,Leonardo Carpenter,withdrawal,527.74,SUCCESS
2025-11-18 16:17:11,lm940986,Kathleen Smith,deposit,491.39,SUCCESS
2025-11-18 16:17:11,zx114329,Leonardo Carpenter,deposit,294.99,SUCCESS
2025-11-18 16:17:11,mm139416,Miguel Smith,withdrawal,444.21,SUCCESS
2025-11-18 16:17:11,tq892641,Diego Gomez,deposit,366.77,SUCCESS
2025-11-18 16:17:11,pc592277,Robert Miller,withdrawal,74.65,SUCCESS
2025-11-18 16:17:11,zs315963,Guillermo Miller,deposit,113.46,SUCCESS
2025-11-18 16:17:11,na324874,Guillermo Carpenter,withdrawal,64.19,SUCCESS
2025-11-18 16:17:11,lh588667,Guillermo Hernandez,deposit,929.35,SUCCESS
2025-11-18 16:17:11,uy811249,Miguel Lee,withdrawal,635.79,SUCCESS
2025-11-18 16:17:11,uk330247,Walter Miller,withdrawal,865.26,NSF ERROR: Withdrawal rejected (Balance unchanged)
2025-11-18 16:17:11,uk330247,Walter Miller,NSF-fee,10.00,SUCCESS: Penalty applied
2025-11-18 16:17:11,jw598210,Tomas Hernandez,deposit,416.64,SUCCESS
2025-11-18 16:17:11,ou271180,Leonardo Jones,withdrawal,932.23,SUCCESS
2025-11-18 16:17:11,pr635585,Miguel Smith,withdrawal,579.49,SUCCESS
2025-11-18 16:17:11,fd789053,Guillermo DeAndre,deposit,35.74,SUCCESS
2025-11-18 16:17:11,sg223394,Leonardo Schmidt,withdrawal,577.18,SUCCESS
2025-11-18 16:17:11,mz565781,Miguel Hernandez,deposit,833.50,SUCCESS
2025-11-18 16:17:11,jz385253,Charles Jones,withdrawal,599.55,SUCCESS
2025-11-18 16:17:11,nh869874,Robert Smith,withdrawal,337.65,SUCCESS
2025-11-18 16:17:11,ig501634,Miguel Carpenter,deposit,43.08,SUCCESS
2025-11-18 16:17:11,fw431659,Robert Yang,withdrawal,853.73,SUCCESS
2025-11-18 16:17:11,ri770088,Tomas Wilson,withdrawal,920.61,SUCCESS
2025-11-18 16:17:11,so374484,Barbara DeAndre,deposit,604.41,SUCCESS
2025-11-18 16:17:11,gj286137,Miguel Lee,withdrawal,176.89,SUCCESS
2025-11-18 16:17:11,uk330247,Walter Miller,withdrawal,807.08,NSF ERROR: Withdrawal rejected (Balance unchanged)
2025-11-18 16:17:11,uk330247,Walter Miller,NSF-fee,10.00,SUCCESS: Penalty applied
2025-11-18 16:17:11,zs315963,Guillermo Miller,deposit,147.84,SUCCESS
2025-11-18 16:17:11,xr636065,Guillermo Alvarez,withdrawal,82.72,SUCCESS
2025-11-18 16:17:11,dy781687,Charles Lee,deposit,470.13,SUCCESS
